;total_inflow;.t;.in_out_RZ
2024-08-01 20:15:00;0,1196124479174614;0,8402777777777778;0,1196124479174614
2024-08-01 20:20:00;0,11974819749593735;0,84375;0,11974819749593735
2024-08-01 20:25:00;0,11989156901836395;0,8472222222222222;0,11989156901836395
2024-08-01 20:30:00;0,1200452595949173;0,8506944444444444;0,1200452595949173
2024-08-01 20:35:00;0,12021297216415405;0,8541666666666666;0,12021297216415405
2024-08-01 20:40:00;0,12040091305971146;0,8576388888888888;0,12040091305971146
2024-08-01 20:45:00;0,12062173336744308;0,8611111111111112;0,12062173336744308
2024-08-01 20:50:00;0,12090490013360977;0,8645833333333334;0,12090490013360977
2024-08-01 20:55:00;0,12132207304239273;0,8680555555555556;0,12132207304239273
2024-08-01 21:00:00;0,1220698431134224;0,8715277777777778;0,1220698431134224
2024-08-01 21:05:00;0,12381712347269058;0,875;0,12381712347269058
2024-08-01 21:10:00;0,129215270280838;0,8784722222222222;0,129215270280838
2024-08-01 21:15:00;0,14749710261821747;0,8819444444444444;0,14749710261821747
2024-08-01 21:20:00;0,19615653157234192;0,8854166666666666;0,19615653157234192
2024-08-01 21:25:00;0,2789745032787323;0,8888888888888888;0,2789745032787323
2024-08-01 21:30:00;0,38097161054611206;0,8923611111111112;0,38097161054611206
2024-08-01 21:35:00;0,4698930084705353;0,8958333333333334;0,4698930084705353
2024-08-01 21:40:00;0,5273541212081909;0,8993055555555556;0,5273541212081909
2024-08-01 21:45:00;0,5713018178939819;0,9027777777777778;0,5713018178939819
2024-08-01 21:50:00;0,6034438014030457;0,90625;0,6034438014030457
2024-08-01 21:55:00;0,6259397864341736;0,9097222222222222;0,6259397864341736
2024-08-01 22:00:00;0,6415970325469971;0,9131944444444444;0,6415970325469971
2024-08-01 22:05:00;0,6525406241416931;0,9166666666666666;0,6525406241416931
2024-08-01 22:10:00;0,6602639555931091;0,9201388888888888;0,6602639555931091
2024-08-01 22:15:00;0,665719747543335;0,9236111111111112;0,665719747543335
2024-08-01 22:20:00;0,6695458292961121;0,9270833333333334;0,6695458292961121
2024-08-01 22:25:00;0,6722530126571655;0,9305555555555556;0,6722530126571655
2024-08-01 22:30:00;0,6741527915000916;0,9340277777777778;0,6741527915000916
2024-08-01 22:35:00;0,6754684448242188;0,9375;0,6754684448242188
2024-08-01 22:40:00;0,6763706803321838;0,9409722222222222;0,6763706803321838
2024-08-01 22:45:00;0,6770154237747192;0,9444444444444444;0,6770154237747192
2024-08-01 22:50:00;0,6774905920028687;0,9479166666666666;0,6774905920028687
2024-08-01 22:55:00;0,6778252720832825;0,9513888888888888;0,6778252720832825
2024-08-01 23:00:00;0,6780657768249512;0,9548611111111112;0,6780657768249512
2024-08-01 23:05:00;0,6782507300376892;0,9583333333333334;0,6782507300376892
2024-08-01 23:10:00;0,6784130334854126;0,9618055555555556;0,6784130334854126
2024-08-01 23:15:00;0,6785627603530884;0,9652777777777778;0,6785627603530884
2024-08-01 23:20:00;0,6787034273147583;0,96875;0,6787034273147583
2024-08-01 23:25:00;0,6788790225982666;0,9722222222222222;0,6788790225982666
2024-08-01 23:30:00;0,6790282130241394;0,9756944444444444;0,6790282130241394
2024-08-01 23:35:00;0,6791665554046631;0,9791666666666666;0,6791665554046631
2024-08-01 23:40:00;0,6793301105499268;0,9826388888888888;0,6793301105499268
2024-08-01 23:45:00;0,6794769167900085;0,9861111111111112;0,6794769167900085
2024-08-01 23:50:00;0,6796128153800964;0,9895833333333334;0,6796128153800964
