;total_inflow;.t;.in_out_ES
2024-09-01 18:20:00;0,02099045366048813;0,7604166666666666;0,02099045366048813
2024-09-01 18:25:00;0,02121608890593052;0,7638888888888888;0,02121608890593052
2024-09-01 18:30:00;0,021448172628879547;0,7673611111111112;0,021448172628879547
2024-09-01 18:35:00;0,02168128453195095;0,7708333333333334;0,02168128453195095
2024-09-01 18:40:00;0,02191542461514473;0,7743055555555556;0,02191542461514473
2024-09-01 18:45:00;0,022150591015815735;0,7777777777777778;0,022150591015815735
2024-09-01 18:50:00;0,02238677628338337;0,78125;0,02238677628338337
2024-09-01 18:55:00;0,022623978555202484;0,7847222222222222;0,022623978555202484
2024-09-01 19:00:00;0,02286219410598278;0,7881944444444444;0,02286219410598278
2024-09-01 19:05:00;0,02310141734778881;0,7916666666666666;0,02310141734778881
2024-09-01 19:10:00;0,023341646417975426;0,7951388888888888;0,023341646417975426
2024-09-01 19:15:00;0,023582875728607178;0,7986111111111112;0,023582875728607178
2024-09-01 19:20:00;0,023825103417038918;0,8020833333333334;0,023825103417038918
2024-09-01 19:25:00;0,024068323895335197;0,8055555555555556;0,024068323895335197
2024-09-01 19:30:00;0,02431253343820572;0,8090277777777778;0,02431253343820572
2024-09-01 19:35:00;0,024557726457715034;0,8125;0,024557726457715034
2024-09-01 19:40:00;0,024803902953863144;0,8159722222222222;0,024803902953863144
2024-09-01 19:45:00;0,02505105547606945;0,8194444444444444;0,02505105547606945
2024-09-01 19:50:00;0,025299182161688805;0,8229166666666666;0,025299182161688805
2024-09-01 19:55:00;0,02554827742278576;0,8263888888888888;0,02554827742278576
2024-09-01 20:00:00;0,025798337534070015;0,8298611111111112;0,025798337534070015
2024-09-01 20:05:00;0,02604912966489792;0,8333333333333334;0,02604912966489792
2024-09-01 20:10:00;0,026300853118300438;0,8368055555555556;0,026300853118300438
2024-09-01 20:15:00;0,026553528383374214;0,8402777777777778;0,026553528383374214
2024-09-01 20:20:00;0,0268071461468935;0,84375;0,0268071461468935
